Id,CustomerName,Address,GST,DCNo,DCDate,Attention,Contact,Responsible_By,Type,ItemCode,Description,HSN,Quantity,Rate,Amount,TQty,TAmt,Gst_per,GTotal,Remark,Transport,vehicleNo,LRNo,Acknowledgement,UOM,SysDate,SysTime,SessionId,CompId,FinYearId,GrandTotal,GSTWORDS
6449,VAIBHAVI ENTERPRISES,"S. No. 42/2, Dattanagar, Ambegaon Road, Near Shivanjali Mitra Mandal, Pune - 411 046",-,1264,25-12-2020,-,-,MR. PRAVIN CHOUGULE,RETURNABLE,00692-13-14,DIMOND PIN,0,4,1.0,4.0,14.0,14.0,0.0,0.0,FOR DIMOND WORK,BY HAND MR. MAYUR,BY HAND,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:13:15 PM,SAPL0290,1,8,,0%
6450,VAIBHAVI ENTERPRISES,"S. No. 42/2, Dattanagar, Ambegaon Road, Near Shivanjali Mitra Mandal, Pune - 411 046",-,1264,25-12-2020,-,-,MR. PRAVIN CHOUGULE,RETURNABLE,00688-23-14,DIMOND PIN,0,4,1.0,4.0,14.0,14.0,0.0,0.0,FOR DIMOND WORK,BY HAND MR. MAYUR,BY HAND,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:13:15 PM,SAPL0290,1,8,,0%
6451,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,696-39-11,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:53 PM,sapl0312,1,8,,0%
6452,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,680-09-11R1,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:53 PM,sapl0312,1,8,,0%
6453,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,699-39-12,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:53 PM,sapl0312,1,8,,0%
6454,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,698-03-11R1,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:53 PM,sapl0312,1,8,,0%
6455,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,693-21-11,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:53 PM,sapl0312,1,8,,0%
6456,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,702-19-11,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:53 PM,sapl0312,1,8,,0%
6457,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,699-05-11R2,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:53 PM,sapl0312,1,8,,0%
6458,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,694-15-11R1,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:54 PM,sapl0312,1,8,,0%
6459,VINAYAK ENGINEERING WORKS,"Dalvinagar, Ambegaon, Narhe, Pune.",-,1265,25-12-2020,Mr Vinayak Panghanti,-,Pravin Dhanpal Chougule,RETURNABLE,688-71-15,&nbsp;,0,4,1.0,4.0,36.0,36.0,0.0,0.0,for machining,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:28:54 PM,sapl0312,1,8,,0%
6460,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,749-01-03,&nbsp;,0,2,1.0,2.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6461,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,655-03-26,&nbsp;,0,2,1.0,2.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6462,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,655-03-24,&nbsp;,0,2,1.0,2.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6463,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,754-02-33,&nbsp;,0,5,1.0,5.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6464,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,&nbsp;,bearing pin 74mm,0,1,1.0,1.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6465,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,&nbsp;,bearing pins 126mm,0,3,1.0,3.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6466,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,754-01-74,&nbsp;,0,5,1.0,5.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6467,BALU MAMA ENTERPRISES,"Sr. No. 74/4, Lane No. 1, Dhandekar Wasti, Near Kedareshwar Temple, Kondhwa-Saswad Road, Yewalewadi, Pune - 48.",27AORPB2985G1ZM,1266,25-12-2020,Nilesh,-,Pravin Dhanpal Chougule,RETURNABLE,&nbsp;,pins,0,277,1.0,277.0,297.0,297.0,0.0,0.0,for blackodising,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:35:08 PM,sapl0312,1,8,,0%
6468,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,693-15-46,&nbsp;,0,2,1.0,2.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6469,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,695-21-13,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6470,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,695-13-13,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6471,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,688-39-11R1,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6472,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,707-07-11R1,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6473,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,689-03-11,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6474,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,687-03-12,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6475,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,655-15-12,&nbsp;,0,2,1.0,2.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6476,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,696-47-13,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6477,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,704-17-11,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6478,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,692-07-14,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6479,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,693-07-14,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6480,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,706-15-14R1,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6481,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,698-53-11,&nbsp;,0,4,1.0,4.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6482,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,695-23-14,&nbsp;,0,5,1.0,5.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6483,KK INDUSTRIES,"PARI CHOWK, DHAYRI 411041",-,1267,25-12-2020,SALUNKHE,-,Pravin Dhanpal Chougule,RETURNABLE,708-19-12,&nbsp;,0,1,1.0,1.0,58.0,58.0,0.0,0.0,For hardning Hardness 48-52 for all parts except 698-53-11(28-32hardness); material 20MnCr5,BY Hand Mr Mayur,By hand,-,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,1:43:54 PM,sapl0312,1,8,,0%
6484,ELECTROFLASH INDUSTRIES,"A-38,Parvati Industrial Estate,Opposite Adinath Society,Near Pune-Satara Road,Pune 411009",27APSPS5694F1Z0,1268,25-12-2020,Mr.,02024213198/8380089481,Pravin Dhanpal Chougule,RETURNABLE,-,PINS(TATA),0,89,1.0,89.0,89.0,89.0,0.0,0.0,FOR ELECTROPLATING,SELF,BY HAND,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,4:20:22 PM,sapl0312,1,8,,0%
6485,Tata Motors Pvt. Ltd,"Pimpri, pune",,1269,25-12-2020,Mr. Nagesh Kulkarni,,Aniruddha Babarao Raut,RETURNABLE,i001-005-700,STRAIGHT SHANK DRILL - DIA 5.7MM MAKE ADDISON,0,1,1.0,1.0,5.0,5.0,0.0,0.0,For Tata motors site work,Mr. Vasant Bangal,,,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,5:42:57 PM,sapl0312,1,8,,0%
6486,Tata Motors Pvt. Ltd,"Pimpri, pune",,1269,25-12-2020,Mr. Nagesh Kulkarni,,Aniruddha Babarao Raut,RETURNABLE,h039-106-016,DOWEL PIN WITH INTERNAL THREAD - DIA 6 M4X 16 IS 3524 - 1966,0,4,1.0,4.0,5.0,5.0,0.0,0.0,For Tata motors site work,Mr. Vasant Bangal,,,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-25,5:42:57 PM,sapl0312,1,8,,0%
6487,SHRI COMPUTERS,"A/P NASRAPUR, TAL BHOR, PUNE",27AVTPM3132B1ZO,1270,26-12-2020,MR,-,MR MAHENDRA,RETURNABLE,CANNON TONNER,CANNON TONNER,0,4,1.0,4.0,4.0,4.0,0.0,0.0,FOR REFILLING,BY HAND ,BY HAND,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-26,10:10:06 AM,sapl0312,1,8,,0%
6488,TECHNOFOUR ELECTRONICS PVT LTD,"A/P KASURDI, TAL BHOR,PUNE",,1271,26-12-2020,,MR JAGTAP,MR ANNIRUDHA RAUT,RETURNABLE,AS PER LIST,MATERIAL AS PER LIST ATTACHED,0,23,1.0,23.0,23.0,23.0,0.0,0.0,FOR APPROVAL,SELF,MH12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-26,3:38:06 PM,sapl0312,1,8,,0%
6489,SHREE HEAT TREATMENT,"Gat no 71 Jyotibanagar, Bhalekar chowk,Talawade, Pune 411062",27akops0067r1z8,1272,26-12-2020,-,8180801144,MR PRAVIN CHOUGULE,RETURNABLE,00760-01-030,STRUCTURE COLUMN,0,12,1.0,12.0,12.0,12.0,0.0,0.0,FOR SAND BLASTING,SELF,MH12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-26,4:28:07 PM,sapl0312,1,8,,0%
6490,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,ALLEN KEY SET,ALLEN KEY SET,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6491,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,ALLEN KEY ,ALLEN KEY 14 MM,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6492,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,GROUTING M/C,GROUTING MACHINE BOSCH MAKE,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6493,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,HAMMER,HAMMER,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6494,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,OPEN SPANNER,OPEN SPANNER 24-27,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6495,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,RING SPANNER,RING SPANNER 24-27,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6496,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,GROUTING DRILL,GROUTING DRILL 16 MM,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6497,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,LEVEL BOTTLE,LEVEL BOTTLE,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6498,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,DUPPY LEVEL,DUMPY LEVEL WITH STAND,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6499,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,OPEN SPANNER,OPEN SPANNER 18-19,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6500,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,OPEN SPANNER,OPEN SPANNER 16-17,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6501,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,OPEN SPANNER,OPEN SPANNER 14-15,0,1,1.0,1.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6502,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,LEVELING PAD,LEVELING PAD,0,3,1.0,3.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6503,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,SAFETY HAND GLOVE,HAND GLOVES ,0,6,1.0,6.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
6504,CUMMINS INDIA LTD,"KOTHRUD, PUNE",,1273,28-12-2020,ANAGHA SHENDE,,MR ANNIRUDHA RAUT,RETURNABLE,SAFETY GOGALS,SAFETY GOGALS,0,3,1.0,3.0,112.0,112.0,0.0,0.0,FOR SITE WORK,SELF,MH 12 EF 5483,NA,RECEIVED MATERIAL IN GOOD CONDITION SIGNATURE & STAMP,NOS,2020-12-28,11:42:23 AM,sapl0312,1,8,,0%
